Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,,
UX010,11/18/2019,23:34,85%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:35,85%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:36,85%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:37,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:38,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:39,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:40,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:41,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:42,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:43,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:44,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:45,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:46,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:47,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:48,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:49,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:50,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:51,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:52,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:53,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:54,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:55,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:56,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:57,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:58,83%,68%,97%,712,690.39,0,,
UX010,11/18/2019,23:59,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:00,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:01,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:02,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:03,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:04,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:05,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:06,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:07,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:08,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:09,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:10,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:11,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:12,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:13,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:14,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:15,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:16,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:17,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:18,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:19,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:20,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:21,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:22,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:23,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:24,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:25,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:26,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:27,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:28,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:29,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:30,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:31,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:32,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:33,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:34,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:35,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:36,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:37,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:38,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:39,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:40,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:41,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:42,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:43,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:44,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:45,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:46,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:47,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:48,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:49,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:50,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:51,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:52,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:53,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:54,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:55,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:56,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:57,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:58,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,0:59,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:00,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:01,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:02,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:03,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:04,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:05,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:06,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:07,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:08,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:09,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:10,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:11,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:12,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:13,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:14,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:15,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:16,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:17,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:18,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:19,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:20,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:21,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:22,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:23,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:24,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:25,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:26,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:27,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:28,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:29,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:30,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:31,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:32,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:33,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:34,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:35,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:36,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:37,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:38,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:39,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:40,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:41,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:42,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:43,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:44,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:45,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:46,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:47,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:48,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:49,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:50,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:51,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:52,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:53,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:54,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:55,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:56,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:57,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:58,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,1:59,83%,68%,97%,712,690.39,0,,
UX010,11/19/2019,2:00,60%,29%,97%,712,690.19,22,,
UX010,11/19/2019,2:01,60%,29%,97%,712,689.99,22,,
UX010,11/19/2019,2:02,60%,29%,97%,712,689.79,22,,
UX010,11/19/2019,2:03,60%,29%,97%,712,689.59,22,,
UX010,11/19/2019,2:04,60%,29%,97%,712,689.39,22,,
UX010,11/19/2019,2:05,60%,29%,97%,712,689.19,22,,
UX010,11/19/2019,2:06,60%,29%,97%,712,688.99,22,,
UX010,11/19/2019,2:07,60%,29%,97%,712,688.79,22,,
UX010,11/19/2019,2:08,60%,29%,97%,712,688.59,22,,
UX010,11/19/2019,2:09,60%,29%,97%,712,688.39,22,,
UX010,11/19/2019,2:10,60%,29%,97%,712,688.19,22,,
UX010,11/19/2019,2:11,60%,29%,97%,712,687.99,22,,
UX010,11/19/2019,2:12,60%,29%,97%,712,687.79,22,,
UX010,11/19/2019,2:13,60%,29%,97%,712,687.59,22,,
UX010,11/19/2019,2:14,60%,29%,97%,712,687.39,22,,
UX010,11/19/2019,2:15,60%,29%,97%,712,687.19,22,,
UX010,11/19/2019,2:16,60%,29%,96%,712,686.99,22,,
UX010,11/19/2019,2:17,60%,29%,96%,712,686.79,22,,
UX010,11/19/2019,2:18,60%,29%,96%,712,686.59,22,,
UX010,11/19/2019,2:19,49%,16%,96%,712,686.39,22,,
UX010,11/19/2019,2:20,49%,16%,96%,712,686.19,22,,
UX010,11/19/2019,2:21,49%,16%,96%,712,685.99,22,,
UX010,11/19/2019,2:22,49%,16%,96%,712,685.79,22,,
UX010,11/19/2019,2:23,49%,16%,96%,712,685.59,22,,
UX010,11/19/2019,2:24,49%,16%,96%,712,685.39,22,,
UX010,11/19/2019,2:25,49%,16%,96%,712,685.19,22,,
UX010,11/19/2019,2:26,49%,16%,96%,712,684.99,22,,
UX010,11/19/2019,2:27,49%,16%,96%,712,684.79,22,,
UX010,11/19/2019,2:28,49%,16%,96%,712,684.59,22,,
UX010,11/19/2019,2:29,49%,16%,96%,712,684.39,22,,
UX010,11/19/2019,2:30,49%,16%,96%,712,684.19,22,,
UX010,11/19/2019,2:31,49%,16%,96%,712,683.99,22,,
UX010,11/19/2019,2:32,49%,16%,96%,712,683.79,22,,
UX010,11/19/2019,2:33,49%,16%,96%,712,683.59,22,,
UX010,11/19/2019,2:34,49%,16%,96%,712,683.39,22,,
UX010,11/19/2019,2:35,49%,16%,96%,712,683.19,22,,
UX010,11/19/2019,2:36,49%,16%,96%,712,682.99,22,,
UX010,11/19/2019,2:37,49%,16%,96%,712,682.79,22,,
UX010,11/19/2019,2:38,49%,16%,96%,712,682.59,22,,
UX010,11/19/2019,2:39,49%,16%,96%,712,682.39,22,,
UX010,11/19/2019,2:40,49%,16%,96%,712,682.19,22,,
UX010,11/19/2019,2:41,49%,16%,96%,712,681.99,22,,
UX010,11/19/2019,2:42,49%,16%,96%,712,681.79,22,,
UX010,11/19/2019,2:43,72%,45%,96%,712,681.59,22,,
UX010,11/19/2019,2:44,72%,44%,96%,712,681.39,22,,
UX010,11/19/2019,2:45,72%,44%,96%,712,681.19,22,,
UX010,11/19/2019,2:46,71%,44%,96%,712,680.99,22,,
UX010,11/19/2019,2:47,71%,44%,96%,712,680.79,22,,
UX010,11/19/2019,2:48,71%,44%,96%,712,680.59,22,,
UX010,11/19/2019,2:49,71%,44%,96%,712,680.39,22,,
UX010,11/19/2019,2:50,71%,43%,96%,712,680.19,22,,
UX010,11/19/2019,2:51,71%,43%,96%,712,679.99,22,,
UX010,11/19/2019,2:52,71%,43%,95%,712,679.79,22,,
UX010,11/19/2019,2:53,71%,43%,95%,712,679.59,22,,
UX010,11/19/2019,2:54,71%,43%,95%,712,679.39,22,,
UX010,11/19/2019,2:55,71%,43%,95%,712,679.19,22,,
UX010,11/19/2019,2:56,70%,43%,95%,712,678.99,22,,
UX010,11/19/2019,2:57,70%,42%,95%,712,678.79,22,,
UX010,11/19/2019,2:58,70%,42%,95%,712,678.59,22,,
UX010,11/19/2019,2:59,70%,42%,95%,712,678.39,22,,
UX010,11/19/2019,3:00,70%,42%,95%,712,678.19,22,,
UX010,11/19/2019,3:01,70%,42%,95%,712,677.99,22,,
UX010,11/19/2019,3:02,70%,42%,95%,712,677.79,22,,
UX010,11/19/2019,3:03,70%,41%,95%,712,677.59,22,,
UX010,11/19/2019,3:04,70%,41%,95%,712,677.39,22,,
UX010,11/19/2019,3:05,69%,41%,95%,712,677.19,22,,
UX010,11/19/2019,3:06,69%,41%,95%,712,676.99,22,,
UX010,11/19/2019,3:07,69%,41%,95%,712,676.79,22,,
UX010,11/19/2019,3:08,69%,41%,95%,712,676.59,22,,
UX010,11/19/2019,3:09,69%,40%,95%,712,676.39,22,,
UX010,11/19/2019,3:10,69%,40%,95%,712,676.19,22,,
UX010,11/19/2019,3:11,69%,40%,95%,712,675.99,22,,
UX010,11/19/2019,3:12,69%,40%,95%,712,675.79,22,,
UX010,11/19/2019,3:13,69%,40%,95%,712,675.59,22,,
UX010,11/19/2019,3:14,68%,40%,95%,712,675.39,22,,
UX010,11/19/2019,3:15,68%,40%,95%,712,675.19,22,,
UX010,11/19/2019,3:16,68%,39%,95%,712,674.99,22,,
UX010,11/19/2019,3:17,68%,39%,95%,712,674.79,22,,
UX010,11/19/2019,3:18,68%,39%,95%,712,674.59,22,,
UX010,11/19/2019,3:19,68%,39%,95%,712,674.39,22,,
UX010,11/19/2019,3:20,68%,39%,95%,712,674.19,22,,
UX010,11/19/2019,3:21,68%,39%,95%,712,673.99,22,,
UX010,11/19/2019,3:22,68%,38%,95%,712,673.79,22,,
UX010,11/19/2019,3:23,67%,38%,95%,712,673.59,22,,
UX010,11/19/2019,3:24,67%,38%,95%,712,673.39,22,,
UX010,11/19/2019,3:25,67%,38%,95%,712,673.19,22,,
UX010,11/19/2019,3:26,67%,38%,95%,712,672.99,22,,
UX010,11/19/2019,3:27,67%,38%,94%,712,672.79,22,,
UX010,11/19/2019,3:28,67%,38%,94%,712,672.59,22,,
UX010,11/19/2019,3:29,67%,37%,94%,712,672.39,22,,
UX010,11/19/2019,3:30,67%,37%,94%,712,672.19,22,,
UX010,11/19/2019,3:31,67%,37%,94%,712,671.99,22,,
UX010,11/19/2019,3:32,67%,37%,94%,712,671.79,22,,
UX010,11/19/2019,3:33,66%,37%,94%,712,671.59,22,,
UX010,11/19/2019,3:34,66%,37%,94%,712,671.39,22,,
UX010,11/19/2019,3:35,66%,37%,94%,712,671.19,22,,
UX010,11/19/2019,3:36,66%,36%,94%,712,670.99,22,,
UX010,11/19/2019,3:37,66%,36%,94%,712,670.79,22,,
UX010,11/19/2019,3:38,66%,36%,94%,712,670.59,22,,
UX010,11/19/2019,3:39,66%,36%,94%,712,670.39,22,,
UX010,11/19/2019,3:40,66%,36%,94%,712,670.19,22,,
UX010,11/19/2019,3:41,66%,36%,94%,712,669.99,22,,
UX010,11/19/2019,3:42,65%,35%,94%,712,669.79,22,,
UX010,11/19/2019,3:43,65%,35%,94%,712,669.59,22,,
UX010,11/19/2019,3:44,65%,35%,94%,712,669.39,22,,
UX010,11/19/2019,3:45,65%,35%,94%,712,669.19,22,,
UX010,11/19/2019,3:46,65%,35%,94%,712,668.99,22,,
UX010,11/19/2019,3:47,65%,35%,94%,712,668.79,22,,
UX010,11/19/2019,3:48,65%,35%,94%,712,668.59,22,,
UX010,11/19/2019,3:49,65%,34%,94%,712,668.39,22,,
UX010,11/19/2019,3:50,65%,34%,94%,712,668.19,22,,
UX010,11/19/2019,3:51,64%,34%,94%,712,667.99,22,,
UX010,11/19/2019,3:52,64%,34%,94%,712,667.79,22,,
UX010,11/19/2019,3:53,64%,34%,94%,712,667.59,22,,
UX010,11/19/2019,3:54,64%,34%,94%,712,667.39,22,,
UX010,11/19/2019,3:55,64%,34%,94%,712,667.19,22,,
UX010,11/19/2019,3:56,64%,33%,94%,712,666.99,22,,
UX010,11/19/2019,3:57,64%,33%,94%,712,666.79,22,,
UX010,11/19/2019,3:58,64%,33%,94%,712,666.59,22,,
UX010,11/19/2019,3:59,64%,33%,94%,712,666.39,22,,
UX010,11/19/2019,4:00,63%,33%,94%,712,666.19,22,,
UX010,11/19/2019,4:01,63%,33%,94%,712,665.99,22,,
UX010,11/19/2019,4:02,63%,33%,94%,712,665.79,22,,
UX010,11/19/2019,4:03,63%,32%,93%,712,665.59,22,,
UX010,11/19/2019,4:04,63%,32%,93%,712,665.39,22,,
UX010,11/19/2019,4:05,63%,32%,93%,712,665.19,22,,
UX010,11/19/2019,4:06,63%,32%,93%,712,664.99,22,,
UX010,11/19/2019,4:07,63%,32%,93%,712,664.79,22,,
UX010,11/19/2019,4:08,70%,42%,93%,712,664.59,22,,
UX010,11/19/2019,4:09,70%,42%,93%,712,664.39,22,,
UX010,11/19/2019,4:10,70%,42%,93%,712,664.19,22,,
UX010,11/19/2019,4:11,70%,42%,93%,712,663.99,22,,
UX010,11/19/2019,4:12,70%,42%,93%,712,663.79,22,,
UX010,11/19/2019,4:13,76%,51%,93%,712,663.59,22,,
UX010,11/19/2019,4:14,76%,51%,93%,712,663.39,22,,
UX010,11/19/2019,4:15,76%,51%,93%,712,663.19,22,,
UX010,11/19/2019,4:16,76%,51%,93%,712,662.99,22,,
UX010,11/19/2019,4:17,76%,51%,93%,712,662.79,22,,
UX010,11/19/2019,4:18,76%,51%,93%,712,662.59,22,,
UX010,11/19/2019,4:19,76%,51%,93%,712,662.39,22,,
UX010,11/19/2019,4:20,76%,51%,93%,712,662.19,22,,
UX010,11/19/2019,4:21,86%,68%,93%,712,663.39,22,,
UX010,11/19/2019,4:22,86%,68%,93%,712,664.59,22,,
UX010,11/19/2019,4:23,86%,68%,94%,712,665.79,22,,
UX010,11/19/2019,4:24,86%,68%,94%,712,666.99,22,,
UX010,11/19/2019,4:25,86%,68%,94%,712,668.19,22,,
UX010,11/19/2019,4:26,86%,68%,94%,712,669.39,22,,
UX010,11/19/2019,4:27,86%,68%,94%,712,670.59,22,,
UX010,11/19/2019,4:28,86%,68%,94%,712,671.79,22,,
UX010,11/19/2019,4:29,86%,68%,95%,712,672.99,22,,
UX010,11/19/2019,4:30,86%,68%,95%,712,674.19,22,,
UX010,11/19/2019,4:31,86%,68%,95%,712,675.39,22,,
UX010,11/19/2019,4:32,86%,68%,95%,712,676.59,22,,
UX010,11/19/2019,4:33,86%,68%,95%,712,677.79,22,,
UX010,11/19/2019,4:34,86%,68%,95%,712,678.99,22,,
UX010,11/19/2019,4:35,86%,68%,96%,712,680.19,22,,
UX010,11/19/2019,4:36,86%,68%,96%,712,681.39,22,,
UX010,11/19/2019,4:37,86%,68%,96%,712,682.59,22,,
UX010,11/19/2019,4:38,86%,68%,96%,712,683.79,22,,
UX010,11/19/2019,4:39,86%,68%,96%,712,684.99,22,,
UX010,11/19/2019,4:40,86%,68%,96%,712,686.19,22,,
UX010,11/19/2019,4:41,86%,68%,97%,712,687.39,22,,
UX010,11/19/2019,4:42,86%,68%,97%,712,688.59,22,,
UX010,11/19/2019,4:43,86%,68%,97%,712,690.19,22,,
UX010,11/19/2019,4:44,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:45,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:46,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:47,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:48,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:49,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:50,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:51,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:52,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:53,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:54,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:55,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:56,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:57,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:58,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,4:59,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:00,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:01,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:02,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:03,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:04,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:05,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:06,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:07,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:08,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:09,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:10,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:11,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:12,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:13,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:14,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:15,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:16,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:17,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:18,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:19,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:20,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:21,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:22,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:23,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:24,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:25,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:26,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:27,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:28,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:29,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:30,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:31,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:32,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:33,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:34,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:35,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:36,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:37,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:38,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:39,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:40,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:41,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:42,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:43,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:44,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:45,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:46,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:47,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:48,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:49,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:50,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:51,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:52,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:53,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:54,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:55,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:56,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:57,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:58,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,5:59,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:00,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:01,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:02,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:03,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:04,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:05,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:06,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:07,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:08,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:09,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:10,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:11,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:12,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:13,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:14,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:15,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:16,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:17,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:18,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:19,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:20,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:21,86%,68%,97%,712,690.19,0,,
UX010,11/19/2019,6:22,86%,68%,97%,712,690.19,0,,
