Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,
WIN020,11/18/2019,23:32,87%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:33,87%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:34,87%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:35,87%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:36,87%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:37,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:38,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:39,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:40,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:41,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:42,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:43,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:44,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:45,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:46,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:47,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:48,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:49,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:50,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:51,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:52,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:53,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:54,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:55,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:56,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:57,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:58,85%,74%,40%,1932,779.39,0,
WIN020,11/18/2019,23:59,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:00,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:01,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:02,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:03,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:04,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:05,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:06,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:07,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:08,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:09,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:10,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:11,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:12,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:13,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:14,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:15,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:16,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:17,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:18,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:19,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:20,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:21,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:22,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:23,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:24,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:25,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:26,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:27,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:28,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:29,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:30,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:31,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:32,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:33,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:34,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:35,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:36,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:37,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:38,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:39,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:40,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:41,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:42,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:43,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:44,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:45,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:46,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:47,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:48,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:49,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:50,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:51,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:52,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:53,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:54,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:55,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:56,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:57,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:58,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,0:59,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:00,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:01,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:02,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:03,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:04,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:05,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:06,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:07,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:08,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:09,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:10,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:11,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:12,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:13,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:14,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:15,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:16,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:17,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:18,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:19,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:20,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:21,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:22,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:23,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:24,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:25,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:26,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:27,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:28,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:29,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:30,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:31,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:32,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:33,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:34,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:35,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:36,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:37,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:38,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:39,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:40,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:41,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:42,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:43,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:44,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:45,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:46,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:47,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:48,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:49,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:50,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:51,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:52,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:53,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:54,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:55,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:56,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:57,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:58,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,1:59,85%,74%,40%,1932,779.39,0,
WIN020,11/19/2019,2:00,62%,35%,40%,1932,779.19,22,
WIN020,11/19/2019,2:01,62%,35%,40%,1932,778.99,22,
WIN020,11/19/2019,2:02,62%,35%,40%,1932,778.79,22,
WIN020,11/19/2019,2:03,62%,35%,40%,1932,778.59,22,
WIN020,11/19/2019,2:04,62%,35%,40%,1932,778.39,22,
WIN020,11/19/2019,2:05,62%,35%,40%,1932,778.19,22,
WIN020,11/19/2019,2:06,62%,35%,40%,1932,777.99,22,
WIN020,11/19/2019,2:07,62%,35%,40%,1932,777.79,22,
WIN020,11/19/2019,2:08,62%,35%,40%,1932,777.59,22,
WIN020,11/19/2019,2:09,62%,35%,40%,1932,777.39,22,
WIN020,11/19/2019,2:10,62%,35%,40%,1932,777.19,22,
WIN020,11/19/2019,2:11,62%,35%,40%,1932,776.99,22,
WIN020,11/19/2019,2:12,62%,35%,40%,1932,776.79,22,
WIN020,11/19/2019,2:13,62%,35%,40%,1932,776.59,22,
WIN020,11/19/2019,2:14,62%,35%,40%,1932,776.39,22,
WIN020,11/19/2019,2:15,62%,35%,40%,1932,776.19,22,
WIN020,11/19/2019,2:16,62%,35%,40%,1932,775.99,22,
WIN020,11/19/2019,2:17,62%,35%,40%,1932,775.79,22,
WIN020,11/19/2019,2:18,62%,35%,40%,1932,775.59,22,
WIN020,11/19/2019,2:19,51%,22%,40%,1932,775.39,22,
WIN020,11/19/2019,2:20,51%,22%,40%,1932,775.19,22,
WIN020,11/19/2019,2:21,51%,22%,40%,1932,774.99,22,
WIN020,11/19/2019,2:22,51%,22%,40%,1932,774.79,22,
WIN020,11/19/2019,2:23,51%,22%,40%,1932,774.59,22,
WIN020,11/19/2019,2:24,51%,22%,40%,1932,774.39,22,
WIN020,11/19/2019,2:25,51%,22%,40%,1932,774.19,22,
WIN020,11/19/2019,2:26,51%,22%,40%,1932,773.99,22,
WIN020,11/19/2019,2:27,51%,22%,40%,1932,773.79,22,
WIN020,11/19/2019,2:28,51%,22%,40%,1932,773.59,22,
WIN020,11/19/2019,2:29,51%,22%,40%,1932,773.39,22,
WIN020,11/19/2019,2:30,51%,22%,40%,1932,773.19,22,
WIN020,11/19/2019,2:31,51%,22%,40%,1932,772.99,22,
WIN020,11/19/2019,2:32,51%,22%,40%,1932,772.79,22,
WIN020,11/19/2019,2:33,51%,22%,40%,1932,772.59,22,
WIN020,11/19/2019,2:34,51%,22%,40%,1932,772.39,22,
WIN020,11/19/2019,2:35,51%,22%,40%,1932,772.19,22,
WIN020,11/19/2019,2:36,51%,22%,40%,1932,771.99,22,
WIN020,11/19/2019,2:37,51%,22%,40%,1932,771.79,22,
WIN020,11/19/2019,2:38,51%,22%,40%,1932,771.59,22,
WIN020,11/19/2019,2:39,51%,22%,40%,1932,771.39,22,
WIN020,11/19/2019,2:40,51%,22%,40%,1932,771.19,22,
WIN020,11/19/2019,2:41,51%,22%,40%,1932,770.99,22,
WIN020,11/19/2019,2:42,51%,22%,40%,1932,770.79,22,
WIN020,11/19/2019,2:43,74%,51%,40%,1932,770.59,22,
WIN020,11/19/2019,2:44,73%,51%,40%,1932,770.39,22,
WIN020,11/19/2019,2:45,73%,50%,40%,1932,770.19,22,
WIN020,11/19/2019,2:46,73%,50%,40%,1932,769.99,22,
WIN020,11/19/2019,2:47,73%,50%,40%,1932,769.79,22,
WIN020,11/19/2019,2:48,73%,50%,40%,1932,769.59,22,
WIN020,11/19/2019,2:49,73%,50%,40%,1932,769.39,22,
WIN020,11/19/2019,2:50,73%,50%,40%,1932,769.19,22,
WIN020,11/19/2019,2:51,73%,49%,40%,1932,768.99,22,
WIN020,11/19/2019,2:52,73%,49%,40%,1932,768.79,22,
WIN020,11/19/2019,2:53,72%,49%,40%,1932,768.59,22,
WIN020,11/19/2019,2:54,72%,49%,40%,1932,768.39,22,
WIN020,11/19/2019,2:55,72%,49%,40%,1932,768.19,22,
WIN020,11/19/2019,2:56,72%,49%,40%,1932,767.99,22,
WIN020,11/19/2019,2:57,72%,48%,40%,1932,767.79,22,
WIN020,11/19/2019,2:58,72%,48%,40%,1932,767.59,22,
WIN020,11/19/2019,2:59,72%,48%,40%,1932,767.39,22,
WIN020,11/19/2019,3:00,72%,48%,40%,1932,767.19,22,
WIN020,11/19/2019,3:01,72%,48%,40%,1932,766.99,22,
WIN020,11/19/2019,3:02,71%,48%,40%,1932,766.79,22,
WIN020,11/19/2019,3:03,71%,48%,40%,1932,766.59,22,
WIN020,11/19/2019,3:04,71%,47%,40%,1932,766.39,22,
WIN020,11/19/2019,3:05,71%,47%,40%,1932,766.19,22,
WIN020,11/19/2019,3:06,71%,47%,40%,1932,765.99,22,
WIN020,11/19/2019,3:07,71%,47%,40%,1932,765.79,22,
WIN020,11/19/2019,3:08,71%,47%,40%,1932,765.59,22,
WIN020,11/19/2019,3:09,71%,47%,40%,1932,765.39,22,
WIN020,11/19/2019,3:10,71%,46%,40%,1932,765.19,22,
WIN020,11/19/2019,3:11,70%,46%,40%,1932,764.99,22,
WIN020,11/19/2019,3:12,70%,46%,40%,1932,764.79,22,
WIN020,11/19/2019,3:13,70%,46%,40%,1932,764.59,22,
WIN020,11/19/2019,3:14,70%,46%,40%,1932,764.39,22,
WIN020,11/19/2019,3:15,70%,46%,40%,1932,764.19,22,
WIN020,11/19/2019,3:16,70%,46%,40%,1932,763.99,22,
WIN020,11/19/2019,3:17,70%,45%,40%,1932,763.79,22,
WIN020,11/19/2019,3:18,70%,45%,40%,1932,763.59,22,
WIN020,11/19/2019,3:19,70%,45%,40%,1932,763.39,22,
WIN020,11/19/2019,3:20,70%,45%,40%,1932,763.19,22,
WIN020,11/19/2019,3:21,69%,45%,39%,1932,762.99,22,
WIN020,11/19/2019,3:22,69%,45%,39%,1932,762.79,22,
WIN020,11/19/2019,3:23,69%,44%,39%,1932,762.59,22,
WIN020,11/19/2019,3:24,69%,44%,39%,1932,762.39,22,
WIN020,11/19/2019,3:25,69%,44%,39%,1932,762.19,22,
WIN020,11/19/2019,3:26,69%,44%,39%,1932,761.99,22,
WIN020,11/19/2019,3:27,69%,44%,39%,1932,761.79,22,
WIN020,11/19/2019,3:28,69%,44%,39%,1932,761.59,22,
WIN020,11/19/2019,3:29,69%,44%,39%,1932,761.39,22,
WIN020,11/19/2019,3:30,68%,43%,39%,1932,761.19,22,
WIN020,11/19/2019,3:31,68%,43%,39%,1932,760.99,22,
WIN020,11/19/2019,3:32,68%,43%,39%,1932,760.79,22,
WIN020,11/19/2019,3:33,68%,43%,39%,1932,760.59,22,
WIN020,11/19/2019,3:34,68%,43%,39%,1932,760.39,22,
WIN020,11/19/2019,3:35,68%,43%,39%,1932,760.19,22,
WIN020,11/19/2019,3:36,68%,42%,39%,1932,759.99,22,
WIN020,11/19/2019,3:37,68%,42%,39%,1932,759.79,22,
WIN020,11/19/2019,3:38,68%,42%,39%,1932,759.59,22,
WIN020,11/19/2019,3:39,67%,42%,39%,1932,759.39,22,
WIN020,11/19/2019,3:40,67%,42%,39%,1932,759.19,22,
WIN020,11/19/2019,3:41,67%,42%,39%,1932,758.99,22,
WIN020,11/19/2019,3:42,67%,42%,39%,1932,758.79,22,
WIN020,11/19/2019,3:43,67%,41%,39%,1932,758.59,22,
WIN020,11/19/2019,3:44,67%,41%,39%,1932,758.39,22,
WIN020,11/19/2019,3:45,67%,41%,39%,1932,758.19,22,
WIN020,11/19/2019,3:46,67%,41%,39%,1932,757.99,22,
WIN020,11/19/2019,3:47,67%,41%,39%,1932,757.79,22,
WIN020,11/19/2019,3:48,66%,41%,39%,1932,757.59,22,
WIN020,11/19/2019,3:49,66%,41%,39%,1932,757.39,22,
WIN020,11/19/2019,3:50,66%,40%,39%,1932,757.19,22,
WIN020,11/19/2019,3:51,66%,40%,39%,1932,756.99,22,
WIN020,11/19/2019,3:52,66%,40%,39%,1932,756.79,22,
WIN020,11/19/2019,3:53,66%,40%,39%,1932,756.59,22,
WIN020,11/19/2019,3:54,66%,40%,39%,1932,756.39,22,
WIN020,11/19/2019,3:55,66%,40%,39%,1932,756.19,22,
WIN020,11/19/2019,3:56,66%,40%,39%,1932,755.99,22,
WIN020,11/19/2019,3:57,65%,39%,39%,1932,755.79,22,
WIN020,11/19/2019,3:58,65%,39%,39%,1932,755.59,22,
WIN020,11/19/2019,3:59,65%,39%,39%,1932,755.39,22,
WIN020,11/19/2019,4:00,65%,39%,39%,1932,755.19,22,
WIN020,11/19/2019,4:01,65%,39%,39%,1932,754.99,22,
WIN020,11/19/2019,4:02,65%,39%,39%,1932,754.79,22,
WIN020,11/19/2019,4:03,65%,39%,39%,1932,754.59,22,
WIN020,11/19/2019,4:04,65%,38%,39%,1932,754.39,22,
WIN020,11/19/2019,4:05,65%,38%,39%,1932,754.19,22,
WIN020,11/19/2019,4:06,65%,38%,39%,1932,753.99,22,
WIN020,11/19/2019,4:07,64%,38%,39%,1932,753.79,22,
WIN020,11/19/2019,4:08,72%,48%,39%,1932,753.59,22,
WIN020,11/19/2019,4:09,72%,48%,39%,1932,753.39,22,
WIN020,11/19/2019,4:10,72%,48%,39%,1932,753.19,22,
WIN020,11/19/2019,4:11,72%,48%,39%,1932,752.99,22,
WIN020,11/19/2019,4:12,72%,48%,39%,1932,752.79,22,
WIN020,11/19/2019,4:13,78%,58%,39%,1932,752.59,22,
WIN020,11/19/2019,4:14,78%,58%,39%,1932,752.39,22,
WIN020,11/19/2019,4:15,78%,58%,39%,1932,752.19,22,
WIN020,11/19/2019,4:16,78%,58%,39%,1932,751.99,22,
WIN020,11/19/2019,4:17,78%,58%,39%,1932,751.79,22,
WIN020,11/19/2019,4:18,78%,58%,39%,1932,751.59,22,
WIN020,11/19/2019,4:19,78%,58%,39%,1932,751.39,22,
WIN020,11/19/2019,4:20,78%,58%,39%,1932,751.19,22,
WIN020,11/19/2019,4:21,88%,74%,39%,1932,752.39,22,
WIN020,11/19/2019,4:22,88%,74%,39%,1932,753.59,22,
WIN020,11/19/2019,4:23,88%,74%,39%,1932,754.79,22,
WIN020,11/19/2019,4:24,88%,74%,39%,1932,755.99,22,
WIN020,11/19/2019,4:25,88%,74%,39%,1932,757.19,22,
WIN020,11/19/2019,4:26,88%,74%,39%,1932,758.39,22,
WIN020,11/19/2019,4:27,88%,74%,39%,1932,759.59,22,
WIN020,11/19/2019,4:28,88%,74%,39%,1932,760.79,22,
WIN020,11/19/2019,4:29,88%,74%,39%,1932,761.99,22,
WIN020,11/19/2019,4:30,88%,74%,40%,1932,763.19,22,
WIN020,11/19/2019,4:31,88%,74%,40%,1932,764.39,22,
WIN020,11/19/2019,4:32,88%,74%,40%,1932,765.59,22,
WIN020,11/19/2019,4:33,88%,74%,40%,1932,766.79,22,
WIN020,11/19/2019,4:34,88%,74%,40%,1932,767.99,22,
WIN020,11/19/2019,4:35,88%,74%,40%,1932,769.19,22,
WIN020,11/19/2019,4:36,88%,74%,40%,1932,770.39,22,
WIN020,11/19/2019,4:37,88%,74%,40%,1932,771.59,22,
WIN020,11/19/2019,4:38,88%,74%,40%,1932,772.79,22,
WIN020,11/19/2019,4:39,88%,74%,40%,1932,773.99,22,
WIN020,11/19/2019,4:40,88%,74%,40%,1932,775.19,22,
WIN020,11/19/2019,4:41,88%,74%,40%,1932,776.39,22,
WIN020,11/19/2019,4:42,88%,74%,40%,1932,777.59,22,
WIN020,11/19/2019,4:43,88%,74%,40%,1932,779.19,22,
WIN020,11/19/2019,4:44,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:45,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:46,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:47,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:48,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:49,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:50,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:51,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:52,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:53,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:54,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:55,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:56,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:57,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:58,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,4:59,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:00,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:01,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:02,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:03,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:04,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:05,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:06,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:07,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:08,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:09,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:10,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:11,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:12,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:13,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:14,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:15,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:16,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:17,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:18,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:19,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:20,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:21,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:22,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:23,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:24,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:25,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:26,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:27,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:28,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:29,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:30,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:31,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:32,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:33,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:34,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:35,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:36,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:37,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:38,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:39,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:40,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:41,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:42,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:43,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:44,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:45,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:46,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:47,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:48,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:49,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:50,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:51,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:52,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:53,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:54,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:55,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:56,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:57,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:58,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,5:59,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:00,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:01,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:02,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:03,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:04,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:05,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:06,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:07,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:08,88%,74%,40%,1932,779.19,0,
WIN020,11/19/2019,6:09,88%,74%,40%,1932,779.19,0,
