Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,,
WIN010,11/19/2019,8:46,76%,66%,60%,800,478.19,283,,
WIN010,11/19/2019,8:47,76%,66%,60%,800,478.19,299,,
WIN010,11/19/2019,8:48,76%,66%,60%,800,478.18,315,,
WIN010,11/19/2019,8:49,76%,66%,60%,800,478.18,331,,
WIN010,11/19/2019,8:50,76%,66%,60%,800,478.18,347,,
WIN010,11/19/2019,8:51,76%,62%,60%,800,478.18,363,,
WIN010,11/19/2019,8:52,76%,62%,60%,800,478.18,379,,
WIN010,11/19/2019,8:53,76%,62%,60%,800,478.17,395,,
WIN010,11/19/2019,8:54,76%,62%,60%,800,478.17,411,,
WIN010,11/19/2019,8:55,76%,62%,60%,800,478.17,427,,
WIN010,11/19/2019,8:56,76%,62%,60%,800,478.17,443,,
WIN010,11/19/2019,8:57,76%,62%,60%,800,478.17,459,,
WIN010,11/19/2019,8:58,76%,62%,60%,800,478.16,475,,
WIN010,11/19/2019,8:59,76%,62%,60%,800,478.16,491,,
WIN010,11/19/2019,9:00,76%,62%,60%,800,478.16,507,,
WIN010,11/19/2019,9:01,76%,62%,60%,800,478.16,523,,
WIN010,11/19/2019,9:02,76%,62%,60%,800,478.16,539,,
WIN010,11/19/2019,9:03,76%,62%,60%,800,478.15,555,,
WIN010,11/19/2019,9:04,64%,62%,60%,800,478.15,571,,
WIN010,11/19/2019,9:05,64%,62%,60%,800,478.15,587,,
WIN010,11/19/2019,9:06,64%,62%,60%,800,478.15,603,,
WIN010,11/19/2019,9:07,64%,62%,60%,800,478.15,619,,
WIN010,11/19/2019,9:08,64%,62%,60%,800,478.14,635,,
WIN010,11/19/2019,9:09,64%,62%,60%,800,478.14,651,,
WIN010,11/19/2019,9:10,64%,62%,60%,800,478.14,667,,
WIN010,11/19/2019,9:11,64%,62%,60%,800,478.14,683,,
WIN010,11/19/2019,9:12,64%,62%,60%,800,478.14,699,,
WIN010,11/19/2019,9:13,64%,62%,60%,800,478.13,715,,
WIN010,11/19/2019,9:14,64%,62%,60%,800,478.13,731,,
WIN010,11/19/2019,9:15,64%,62%,60%,800,478.13,747,,
WIN010,11/19/2019,9:16,64%,62%,60%,800,478.13,763,,
WIN010,11/19/2019,9:17,64%,62%,60%,800,478.13,779,,
WIN010,11/19/2019,9:18,64%,62%,60%,800,478.12,795,,
WIN010,11/19/2019,9:19,64%,62%,60%,800,478.12,811,,
WIN010,11/19/2019,9:20,64%,62%,60%,800,478.12,827,,
WIN010,11/19/2019,9:21,64%,62%,60%,800,478.12,843,,
WIN010,11/19/2019,9:22,64%,62%,60%,800,478.12,859,,
WIN010,11/19/2019,9:23,64%,62%,60%,800,478.11,875,,
WIN010,11/19/2019,9:24,64%,62%,60%,800,478.11,891,,
WIN010,11/19/2019,9:25,64%,62%,60%,800,478.11,907,,
WIN010,11/19/2019,9:26,64%,62%,60%,800,478.11,923,,
WIN010,11/19/2019,9:27,64%,62%,60%,800,478.11,939,,
WIN010,11/19/2019,9:28,64%,62%,60%,800,478.10,955,,
WIN010,11/19/2019,9:29,64%,62%,60%,800,478.10,971,,
WIN010,11/19/2019,9:30,64%,62%,60%,800,478.10,987,,
WIN010,11/19/2019,9:31,64%,62%,60%,800,478.10,1003,,
WIN010,11/19/2019,9:32,64%,62%,60%,800,478.10,1019,,
WIN010,11/19/2019,9:33,64%,62%,60%,800,478.09,1035,,
WIN010,11/19/2019,9:34,64%,62%,60%,800,478.09,1051,,
WIN010,11/19/2019,9:35,64%,62%,60%,800,478.09,1067,,
WIN010,11/19/2019,9:36,64%,62%,60%,800,478.09,1083,,
WIN010,11/19/2019,9:37,64%,62%,60%,800,478.09,1099,,
WIN010,11/19/2019,9:38,64%,62%,60%,800,478.08,1115,,
WIN010,11/19/2019,9:39,64%,62%,60%,800,478.08,1131,,
WIN010,11/19/2019,9:40,64%,62%,60%,800,478.08,1147,,
WIN010,11/19/2019,9:41,64%,62%,60%,800,478.08,1163,,
WIN010,11/19/2019,9:42,64%,62%,60%,800,478.08,1179,,
WIN010,11/19/2019,9:43,64%,62%,60%,800,478.07,1195,,
WIN010,11/19/2019,9:44,64%,62%,60%,800,478.07,1211,,
WIN010,11/19/2019,9:45,64%,62%,60%,800,478.07,1227,,
WIN010,11/19/2019,9:46,64%,62%,60%,800,478.07,1243,,
WIN010,11/19/2019,9:47,64%,62%,60%,800,478.07,1259,,
WIN010,11/19/2019,9:48,64%,62%,60%,800,478.06,1275,,
WIN010,11/19/2019,9:49,68%,62%,60%,800,478.06,1291,,
WIN010,11/19/2019,9:50,68%,62%,60%,800,478.06,1307,,
WIN010,11/19/2019,9:51,68%,62%,60%,800,478.06,1323,,
WIN010,11/19/2019,9:52,68%,62%,60%,800,478.06,1339,,
WIN010,11/19/2019,9:53,68%,62%,60%,800,478.05,1355,,
WIN010,11/19/2019,9:54,68%,62%,60%,800,478.05,1371,,
WIN010,11/19/2019,9:55,68%,62%,60%,800,478.05,1387,,
WIN010,11/19/2019,9:56,68%,62%,60%,800,478.05,1403,,
WIN010,11/19/2019,9:57,68%,62%,60%,800,478.05,1419,,
WIN010,11/19/2019,9:58,68%,62%,60%,800,478.04,1435,,
WIN010,11/19/2019,9:59,68%,62%,60%,800,478.04,1451,,
WIN010,11/19/2019,10:00,68%,62%,60%,800,478.04,1467,,
WIN010,11/19/2019,10:01,68%,58%,60%,800,478.04,1483,,
WIN010,11/19/2019,10:02,68%,58%,60%,800,478.04,1499,,
WIN010,11/19/2019,10:03,68%,58%,60%,800,478.03,1515,,
WIN010,11/19/2019,10:04,68%,58%,60%,800,478.03,1531,,
WIN010,11/19/2019,10:05,68%,58%,60%,800,478.03,1547,,
WIN010,11/19/2019,10:06,68%,58%,60%,800,478.03,1563,,
WIN010,11/19/2019,10:07,68%,58%,60%,800,478.03,1579,,
WIN010,11/19/2019,10:08,68%,58%,60%,800,478.02,1595,,
WIN010,11/19/2019,10:09,68%,58%,60%,800,478.02,1611,,
WIN010,11/19/2019,10:10,68%,58%,60%,800,478.02,1627,,
WIN010,11/19/2019,10:11,68%,58%,60%,800,478.02,1643,,
WIN010,11/19/2019,10:12,68%,58%,60%,800,478.02,1659,,
WIN010,11/19/2019,10:13,68%,58%,60%,800,478.01,1675,,
WIN010,11/19/2019,10:14,68%,58%,60%,800,478.01,1691,,
WIN010,11/19/2019,10:15,70%,58%,60%,800,478.01,1707,,
WIN010,11/19/2019,10:16,70%,58%,60%,800,478.01,1723,,
WIN010,11/19/2019,10:17,70%,58%,60%,800,478.01,1739,,
WIN010,11/19/2019,10:18,70%,58%,60%,800,478.00,1755,,
WIN010,11/19/2019,10:19,70%,58%,60%,800,478.00,1771,,
WIN010,11/19/2019,10:20,70%,58%,60%,800,478.00,1787,,
WIN010,11/19/2019,10:21,70%,58%,60%,800,478.00,1803,,
WIN010,11/19/2019,10:22,70%,58%,60%,800,478.00,1819,,
WIN010,11/19/2019,10:23,70%,58%,60%,800,477.99,1835,,
WIN010,11/19/2019,10:24,70%,58%,60%,800,477.99,1851,,
WIN010,11/19/2019,10:25,70%,58%,60%,800,477.99,1867,,
WIN010,11/19/2019,10:26,70%,58%,60%,800,477.99,1883,,
WIN010,11/19/2019,10:27,70%,58%,60%,800,477.99,1899,,
WIN010,11/19/2019,10:28,70%,58%,60%,800,477.98,1915,,
WIN010,11/19/2019,10:29,70%,58%,60%,800,477.98,1931,,
WIN010,11/19/2019,10:30,70%,58%,60%,800,477.98,1947,,
WIN010,11/19/2019,10:31,70%,58%,60%,800,477.98,1963,,
WIN010,11/19/2019,10:32,70%,58%,60%,800,477.98,1979,,
WIN010,11/19/2019,10:33,70%,58%,60%,800,477.97,1995,,
WIN010,11/19/2019,10:34,70%,58%,60%,800,477.97,2011,,
WIN010,11/19/2019,10:35,70%,58%,60%,800,477.97,2027,,
WIN010,11/19/2019,10:36,70%,58%,60%,800,477.97,2043,,
WIN010,11/19/2019,10:37,70%,58%,60%,800,477.97,2059,,
WIN010,11/19/2019,10:38,70%,58%,60%,800,477.96,2075,,
WIN010,11/19/2019,10:39,42%,58%,60%,800,477.96,2091,,
WIN010,11/19/2019,10:40,42%,58%,60%,800,477.96,2107,,
WIN010,11/19/2019,10:41,42%,58%,60%,800,477.96,2123,,
WIN010,11/19/2019,10:42,42%,58%,60%,800,477.96,2139,,
WIN010,11/19/2019,10:43,42%,58%,60%,800,477.95,2155,,
WIN010,11/19/2019,10:44,42%,58%,60%,800,477.95,2167,,
WIN010,11/19/2019,10:45,42%,58%,60%,800,477.95,2179,,
WIN010,11/19/2019,10:46,42%,58%,60%,800,477.95,2191,,
WIN010,11/19/2019,10:47,42%,58%,60%,800,477.95,2203,,
WIN010,11/19/2019,10:48,42%,58%,60%,800,477.94,2215,,
WIN010,11/19/2019,10:49,42%,58%,60%,800,477.94,2227,,
WIN010,11/19/2019,10:50,42%,58%,60%,800,477.94,2239,,
WIN010,11/19/2019,10:51,42%,58%,60%,800,477.94,2251,,
WIN010,11/19/2019,10:52,42%,58%,60%,800,477.94,2263,,
WIN010,11/19/2019,10:53,42%,58%,60%,800,477.93,2275,,
WIN010,11/19/2019,10:54,42%,58%,60%,800,477.93,2287,,
WIN010,11/19/2019,10:55,42%,58%,60%,800,477.93,2299,,
WIN010,11/19/2019,10:56,42%,58%,60%,800,477.93,2311,,
WIN010,11/19/2019,10:57,42%,58%,60%,800,477.93,2323,,
WIN010,11/19/2019,10:58,42%,58%,60%,800,477.92,2335,,
WIN010,11/19/2019,10:59,42%,58%,60%,800,477.92,2347,,
WIN010,11/19/2019,11:00,42%,58%,60%,800,477.92,2359,,
WIN010,11/19/2019,11:01,42%,58%,60%,800,477.92,2371,,
WIN010,11/19/2019,11:02,42%,58%,60%,800,477.92,2383,,
WIN010,11/19/2019,11:03,42%,58%,60%,800,477.91,2395,,
WIN010,11/19/2019,11:04,42%,58%,60%,800,477.91,2407,,
WIN010,11/19/2019,11:05,30%,58%,60%,800,477.91,2419,,
WIN010,11/19/2019,11:06,30%,58%,60%,800,477.91,2431,,
WIN010,11/19/2019,11:07,30%,58%,60%,800,477.91,2443,,
WIN010,11/19/2019,11:08,30%,58%,60%,800,477.90,2455,,
WIN010,11/19/2019,11:09,30%,58%,60%,800,477.90,2467,,
WIN010,11/19/2019,11:10,30%,58%,60%,800,477.90,2479,,
WIN010,11/19/2019,11:11,30%,58%,60%,800,477.90,2491,,
WIN010,11/19/2019,11:12,30%,58%,60%,800,477.90,2503,,
WIN010,11/19/2019,11:13,30%,58%,60%,800,477.89,2515,,
WIN010,11/19/2019,11:14,30%,58%,60%,800,477.89,2527,,
WIN010,11/19/2019,11:15,30%,58%,60%,800,477.89,2539,,
WIN010,11/19/2019,11:16,30%,58%,60%,800,477.89,2551,,
WIN010,11/19/2019,11:17,30%,58%,60%,800,477.89,2563,,
WIN010,11/19/2019,11:18,30%,58%,60%,800,477.88,2575,,
WIN010,11/19/2019,11:19,30%,58%,60%,800,477.88,2587,,
WIN010,11/19/2019,11:20,30%,58%,60%,800,477.88,2599,,
WIN010,11/19/2019,11:21,30%,58%,60%,800,477.88,2611,,
WIN010,11/19/2019,11:22,30%,58%,60%,800,477.88,2623,,
WIN010,11/19/2019,11:23,30%,58%,60%,800,477.87,2635,,
WIN010,11/19/2019,11:24,30%,58%,60%,800,477.87,2647,,
WIN010,11/19/2019,11:25,30%,58%,60%,800,477.87,2659,,
WIN010,11/19/2019,11:26,30%,58%,60%,800,477.87,2671,,
WIN010,11/19/2019,11:27,30%,58%,60%,800,477.87,2683,,
WIN010,11/19/2019,11:28,30%,58%,60%,800,477.86,2695,,
WIN010,11/19/2019,11:29,30%,58%,60%,800,477.86,2707,,
WIN010,11/19/2019,11:30,30%,58%,60%,800,477.86,2719,,
WIN010,11/19/2019,11:31,30%,58%,60%,800,477.86,2731,,
WIN010,11/19/2019,11:32,30%,58%,60%,800,477.86,2743,,
WIN010,11/19/2019,11:33,30%,58%,60%,800,477.85,2755,,
WIN010,11/19/2019,11:34,30%,58%,60%,800,477.85,2767,,
WIN010,11/19/2019,11:35,30%,58%,60%,800,477.85,2779,,
WIN010,11/19/2019,11:36,30%,58%,60%,800,477.85,2791,,
WIN010,11/19/2019,11:37,30%,58%,60%,800,477.85,2803,,
WIN010,11/19/2019,11:38,30%,58%,60%,800,477.84,2815,,
WIN010,11/19/2019,11:39,30%,58%,60%,800,477.84,2827,,
WIN010,11/19/2019,11:40,30%,58%,60%,800,477.84,2839,,
WIN010,11/19/2019,11:41,30%,58%,60%,800,477.84,2851,,
WIN010,11/19/2019,11:42,30%,58%,60%,800,477.84,2863,,
WIN010,11/19/2019,11:43,30%,58%,60%,800,477.83,2875,,
WIN010,11/19/2019,11:44,30%,58%,60%,800,477.83,2887,,
WIN010,11/19/2019,11:45,30%,58%,60%,800,477.83,2899,,
WIN010,11/19/2019,11:46,55%,58%,60%,800,477.83,2911,,
WIN010,11/19/2019,11:47,55%,58%,60%,800,477.83,2923,,
WIN010,11/19/2019,11:48,55%,58%,60%,800,477.82,2935,,
WIN010,11/19/2019,11:49,55%,58%,60%,800,477.82,2947,,
WIN010,11/19/2019,11:50,55%,58%,60%,800,477.82,2959,,
WIN010,11/19/2019,11:51,55%,52%,60%,800,477.82,2971,,
WIN010,11/19/2019,11:52,55%,52%,60%,800,477.82,2983,,
WIN010,11/19/2019,11:53,55%,52%,60%,800,477.81,2995,,
WIN010,11/19/2019,11:54,55%,52%,60%,800,477.81,3007,,
WIN010,11/19/2019,11:55,55%,52%,60%,800,477.81,3019,,
WIN010,11/19/2019,11:56,55%,52%,60%,800,477.81,3031,,
WIN010,11/19/2019,11:57,55%,52%,60%,800,477.81,3043,,
WIN010,11/19/2019,11:58,55%,52%,60%,800,477.80,3055,,
WIN010,11/19/2019,11:59,55%,52%,60%,800,477.80,3067,,
WIN010,11/19/2019,12:00,55%,52%,60%,800,477.80,3079,,
WIN010,11/19/2019,12:01,55%,52%,60%,800,477.80,3091,,
WIN010,11/19/2019,12:02,55%,52%,60%,800,477.80,3103,,
WIN010,11/19/2019,12:03,55%,52%,60%,800,477.79,3115,,
WIN010,11/19/2019,12:04,55%,52%,60%,800,477.79,3127,,
WIN010,11/19/2019,12:05,55%,52%,60%,800,477.79,3139,,
WIN010,11/19/2019,12:06,55%,52%,60%,800,477.79,3151,,
WIN010,11/19/2019,12:07,55%,52%,60%,800,477.79,3163,,
WIN010,11/19/2019,12:08,55%,52%,60%,800,477.78,3175,,
WIN010,11/19/2019,12:09,55%,52%,60%,800,477.78,3187,,
WIN010,11/19/2019,12:10,55%,52%,60%,800,477.78,3199,,
WIN010,11/19/2019,12:11,55%,52%,60%,800,477.78,3211,,
WIN010,11/19/2019,12:12,55%,52%,60%,800,477.78,3223,,
WIN010,11/19/2019,12:13,55%,52%,60%,800,477.77,3235,,
WIN010,11/19/2019,12:14,55%,52%,60%,800,477.77,3247,,
WIN010,11/19/2019,12:15,55%,52%,60%,800,477.77,3259,,
WIN010,11/19/2019,12:16,55%,52%,60%,800,477.77,3271,,
WIN010,11/19/2019,12:17,55%,52%,60%,800,477.77,3283,,
WIN010,11/19/2019,12:18,55%,52%,60%,800,477.76,3295,,
WIN010,11/19/2019,12:19,55%,52%,60%,800,477.76,3307,,
WIN010,11/19/2019,12:20,55%,52%,60%,800,477.76,3319,,
WIN010,11/19/2019,12:21,55%,52%,60%,800,477.76,3331,,
WIN010,11/19/2019,12:22,55%,52%,60%,800,477.76,3343,,
WIN010,11/19/2019,12:23,55%,52%,60%,800,477.75,3355,,
WIN010,11/19/2019,12:24,55%,52%,60%,800,477.75,3367,,
WIN010,11/19/2019,12:25,55%,52%,60%,800,477.75,3379,,
WIN010,11/19/2019,12:26,55%,52%,60%,800,477.75,3391,,
WIN010,11/19/2019,12:27,55%,52%,60%,800,477.75,3403,,
WIN010,11/19/2019,12:28,55%,52%,60%,800,477.74,3415,,
WIN010,11/19/2019,12:29,55%,52%,60%,800,477.74,3427,,
WIN010,11/19/2019,12:30,55%,52%,60%,800,477.74,3439,,
WIN010,11/19/2019,12:31,55%,52%,60%,800,477.74,3451,,
WIN010,11/19/2019,12:32,55%,52%,60%,800,477.74,3463,,
WIN010,11/19/2019,12:33,55%,52%,60%,800,477.73,3475,,
WIN010,11/19/2019,12:34,55%,52%,60%,800,477.73,3487,,
WIN010,11/19/2019,12:35,55%,52%,60%,800,477.73,3499,,
WIN010,11/19/2019,12:36,55%,52%,60%,800,477.73,3511,,
WIN010,11/19/2019,12:37,55%,52%,60%,800,477.73,3523,,
WIN010,11/19/2019,12:38,55%,52%,60%,800,477.72,3535,,
WIN010,11/19/2019,12:39,27%,52%,60%,800,477.72,3547,,
WIN010,11/19/2019,12:40,27%,52%,60%,800,477.72,3559,,
WIN010,11/19/2019,12:41,27%,52%,60%,800,477.72,3571,,
WIN010,11/19/2019,12:42,27%,52%,60%,800,477.72,3583,,
WIN010,11/19/2019,12:43,27%,52%,60%,800,477.71,3595,,
WIN010,11/19/2019,12:44,27%,52%,60%,800,477.71,3607,,
WIN010,11/19/2019,12:45,27%,52%,60%,800,477.71,3619,,
WIN010,11/19/2019,12:46,27%,52%,60%,800,477.71,3631,,
WIN010,11/19/2019,12:47,27%,52%,60%,800,477.71,3643,,
WIN010,11/19/2019,12:48,27%,52%,60%,800,477.70,3655,,
WIN010,11/19/2019,12:49,27%,52%,60%,800,477.70,3667,,
WIN010,11/19/2019,12:50,27%,52%,60%,800,477.70,3679,,
WIN010,11/19/2019,12:51,27%,52%,60%,800,477.70,3691,,
WIN010,11/19/2019,12:52,27%,52%,60%,800,477.70,3703,,
WIN010,11/19/2019,12:53,27%,52%,60%,800,477.69,3715,,
WIN010,11/19/2019,12:54,27%,52%,60%,800,477.69,3727,,
WIN010,11/19/2019,12:55,27%,52%,60%,800,477.69,3739,,
WIN010,11/19/2019,12:56,27%,52%,60%,800,477.69,3751,,
WIN010,11/19/2019,12:57,27%,52%,60%,800,477.69,3763,,
WIN010,11/19/2019,12:58,27%,52%,60%,800,477.68,3775,,
WIN010,11/19/2019,12:59,27%,52%,60%,800,477.68,3787,,
WIN010,11/19/2019,13:00,27%,52%,60%,800,477.68,3799,,
WIN010,11/19/2019,13:01,27%,52%,60%,800,477.68,3811,,
WIN010,11/19/2019,13:02,27%,52%,60%,800,477.68,3823,,
WIN010,11/19/2019,13:03,27%,47%,60%,800,477.67,3835,,
WIN010,11/19/2019,13:04,27%,47%,60%,800,477.67,3847,,
WIN010,11/19/2019,13:05,27%,47%,60%,800,477.67,3859,,
WIN010,11/19/2019,13:06,27%,47%,60%,800,477.67,3871,,
WIN010,11/19/2019,13:07,27%,47%,60%,800,477.67,3883,,
WIN010,11/19/2019,13:08,27%,47%,60%,800,477.66,3895,,
WIN010,11/19/2019,13:09,27%,47%,60%,800,477.66,3907,,
WIN010,11/19/2019,13:10,27%,47%,60%,800,477.66,3919,,
WIN010,11/19/2019,13:11,27%,47%,60%,800,477.66,3931,,
WIN010,11/19/2019,13:12,27%,47%,60%,800,477.66,3943,,
WIN010,11/19/2019,13:13,27%,47%,60%,800,477.65,3955,,
WIN010,11/19/2019,13:14,27%,47%,60%,800,477.65,3967,,
WIN010,11/19/2019,13:15,27%,47%,60%,800,477.65,3979,,
WIN010,11/19/2019,13:16,27%,47%,60%,800,477.65,3991,,
WIN010,11/19/2019,13:17,27%,47%,60%,800,477.65,4003,,
WIN010,11/19/2019,13:18,27%,47%,60%,800,477.64,4015,,
WIN010,11/19/2019,13:19,27%,47%,60%,800,477.64,4027,,
WIN010,11/19/2019,13:20,27%,47%,60%,800,477.64,4039,,
WIN010,11/19/2019,13:21,27%,47%,60%,800,477.64,4051,,
WIN010,11/19/2019,13:22,27%,47%,60%,800,477.64,4063,,
WIN010,11/19/2019,13:23,27%,47%,60%,800,477.63,4075,,
WIN010,11/19/2019,13:24,27%,47%,60%,800,477.63,4087,,
WIN010,11/19/2019,13:25,27%,47%,60%,800,477.63,4099,,
WIN010,11/19/2019,13:26,27%,47%,60%,800,477.63,4111,,
WIN010,11/19/2019,13:27,27%,47%,60%,800,477.63,4123,,
WIN010,11/19/2019,13:28,27%,47%,60%,800,477.62,4123,,
WIN010,11/19/2019,13:29,27%,47%,60%,800,477.62,4123,,
WIN010,11/19/2019,13:30,27%,47%,60%,800,477.62,4123,,
WIN010,11/19/2019,13:31,27%,47%,60%,800,477.62,4123,,
WIN010,11/19/2019,13:32,27%,47%,60%,800,477.62,4123,,
WIN010,11/19/2019,13:33,27%,47%,60%,800,477.61,4123,,
WIN010,11/19/2019,13:34,27%,47%,60%,800,477.61,4123,,
WIN010,11/19/2019,13:35,27%,47%,60%,800,477.61,4123,,
WIN010,11/19/2019,13:36,27%,47%,60%,800,477.61,4123,,
WIN010,11/19/2019,13:37,27%,47%,60%,800,477.61,4123,,
WIN010,11/19/2019,13:38,27%,47%,60%,800,477.60,4123,,
WIN010,11/19/2019,13:39,27%,47%,60%,800,477.60,4123,,
WIN010,11/19/2019,13:40,27%,47%,60%,800,477.60,4123,,
WIN010,11/19/2019,13:41,27%,47%,60%,800,477.60,4123,,
WIN010,11/19/2019,13:42,27%,47%,60%,800,477.60,4123,,
WIN010,11/19/2019,13:43,27%,47%,60%,800,477.59,4123,,
WIN010,11/19/2019,13:44,27%,47%,60%,800,477.59,4123,,
WIN010,11/19/2019,13:45,27%,47%,60%,800,477.59,4123,,
WIN010,11/19/2019,13:46,27%,47%,60%,800,477.59,4123,,
WIN010,11/19/2019,13:47,27%,47%,60%,800,477.58,4123,,
WIN010,11/19/2019,13:48,27%,47%,60%,800,477.58,4123,,
WIN010,11/19/2019,13:49,27%,47%,60%,800,477.57,4123,,
WIN010,11/19/2019,13:50,27%,47%,60%,800,477.56,4123,,
WIN010,11/19/2019,13:51,27%,47%,60%,800,477.56,4123,,
WIN010,11/19/2019,13:52,27%,47%,60%,800,477.55,4123,,
WIN010,11/19/2019,13:53,27%,47%,60%,800,477.55,4123,,
WIN010,11/19/2019,13:54,27%,47%,60%,800,477.54,4123,,
WIN010,11/19/2019,13:55,27%,47%,60%,800,477.53,4123,,
WIN010,11/19/2019,13:56,27%,47%,60%,800,477.53,4123,,
WIN010,11/19/2019,13:57,27%,47%,60%,800,477.52,4123,,
WIN010,11/19/2019,13:58,27%,47%,60%,800,477.52,4123,,
WIN010,11/19/2019,13:59,27%,47%,60%,800,477.51,4123,,
WIN010,11/19/2019,14:00,27%,47%,60%,800,477.50,4123,,
WIN010,11/19/2019,14:01,27%,47%,60%,800,477.50,4123,,
WIN010,11/19/2019,14:02,27%,47%,60%,800,477.49,4123,,
WIN010,11/19/2019,14:03,27%,47%,60%,800,477.49,4123,,
WIN010,11/19/2019,14:04,27%,47%,60%,800,477.48,4123,,
WIN010,11/19/2019,14:05,27%,47%,60%,800,477.47,4123,,
WIN010,11/19/2019,14:06,27%,47%,60%,800,477.47,4123,,
WIN010,11/19/2019,14:07,27%,47%,60%,800,477.46,4123,,
WIN010,11/19/2019,14:08,27%,47%,60%,800,477.46,4123,,
WIN010,11/19/2019,14:09,27%,47%,60%,800,477.45,4123,,
WIN010,11/19/2019,14:10,27%,47%,60%,800,477.44,4123,,
WIN010,11/19/2019,14:11,27%,47%,60%,800,477.44,4123,,
WIN010,11/19/2019,14:12,27%,47%,60%,800,477.43,4123,,
WIN010,11/19/2019,14:13,27%,47%,60%,800,477.43,4123,,
WIN010,11/19/2019,14:14,27%,47%,60%,800,477.42,4123,,
WIN010,11/19/2019,14:15,27%,47%,60%,800,477.41,4123,,
WIN010,11/19/2019,14:16,27%,47%,60%,800,477.41,4123,,
WIN010,11/19/2019,14:17,27%,47%,60%,800,477.40,4123,,
WIN010,11/19/2019,14:18,27%,47%,60%,800,477.40,4123,,
WIN010,11/19/2019,14:19,27%,47%,60%,800,477.39,4123,,
WIN010,11/19/2019,14:20,27%,47%,60%,800,477.38,4123,,
WIN010,11/19/2019,14:21,27%,47%,60%,800,477.38,4123,,
WIN010,11/19/2019,14:22,27%,47%,60%,800,477.37,4123,,
WIN010,11/19/2019,14:23,27%,47%,60%,800,477.37,4123,,
WIN010,11/19/2019,14:24,27%,47%,60%,800,477.36,4123,,
WIN010,11/19/2019,14:25,27%,47%,60%,800,477.35,4123,,
WIN010,11/19/2019,14:26,27%,47%,60%,800,477.35,4123,,
WIN010,11/19/2019,14:27,27%,47%,60%,800,477.34,4123,,
WIN010,11/19/2019,14:28,27%,47%,60%,800,477.34,4123,,
WIN010,11/19/2019,14:29,27%,47%,60%,800,477.33,4123,,
WIN010,11/19/2019,14:30,27%,47%,60%,800,477.32,4123,,
WIN010,11/19/2019,14:31,27%,47%,60%,800,477.32,4123,,
WIN010,11/19/2019,14:32,27%,47%,60%,800,477.31,4123,,
WIN010,11/19/2019,14:33,27%,47%,60%,800,477.31,4123,,
WIN010,11/19/2019,14:34,27%,47%,60%,800,477.30,4123,,
WIN010,11/19/2019,14:35,27%,47%,60%,800,477.30,4123,,
WIN010,11/19/2019,14:36,27%,47%,60%,800,477.30,4123,,
WIN010,11/19/2019,14:37,27%,47%,60%,800,477.29,4123,,
WIN010,11/19/2019,14:38,27%,47%,60%,800,477.29,4123,,
WIN010,11/19/2019,14:39,27%,47%,60%,800,477.29,4123,,
WIN010,11/19/2019,14:40,27%,47%,60%,800,477.28,4123,,
WIN010,11/19/2019,14:41,27%,47%,60%,800,477.28,4123,,
WIN010,11/19/2019,14:42,27%,47%,60%,800,477.28,4123,,
WIN010,11/19/2019,14:43,27%,47%,60%,800,477.28,4123,,
WIN010,11/19/2019,14:44,27%,47%,60%,800,477.27,4123,,
WIN010,11/19/2019,14:45,27%,47%,60%,800,477.27,4123,,
WIN010,11/19/2019,14:46,27%,47%,60%,800,477.27,4123,,
WIN010,11/19/2019,14:47,27%,47%,60%,800,477.26,4123,,
WIN010,11/19/2019,14:48,27%,47%,60%,800,477.26,4123,,
WIN010,11/19/2019,14:49,27%,47%,60%,800,477.26,4123,,
WIN010,11/19/2019,14:50,27%,47%,60%,800,477.25,4123,,
WIN010,11/19/2019,14:51,27%,47%,60%,800,477.25,4123,,
WIN010,11/19/2019,14:52,27%,47%,60%,800,477.25,4123,,
WIN010,11/19/2019,14:53,27%,47%,60%,800,477.25,4123,,
WIN010,11/19/2019,14:54,27%,47%,60%,800,477.24,4123,,
WIN010,11/19/2019,14:55,27%,47%,60%,800,477.24,4123,,
WIN010,11/19/2019,14:56,27%,47%,60%,800,477.24,4123,,
WIN010,11/19/2019,14:57,27%,47%,60%,800,477.24,4123,,
WIN010,11/19/2019,14:58,27%,47%,60%,800,477.24,4123,,
WIN010,11/19/2019,14:59,27%,47%,60%,800,477.23,4123,,
WIN010,11/19/2019,15:00,27%,47%,60%,800,477.23,4123,,
WIN010,11/19/2019,15:01,27%,47%,60%,800,477.23,4123,,
WIN010,11/19/2019,15:02,27%,47%,60%,800,477.23,4123,,
WIN010,11/19/2019,15:03,27%,47%,60%,800,477.23,4123,,
WIN010,11/19/2019,15:04,27%,47%,60%,800,477.22,4123,,
WIN010,11/19/2019,15:05,27%,47%,60%,800,477.22,4123,,
WIN010,11/19/2019,15:06,27%,47%,60%,800,477.22,4123,,
WIN010,11/19/2019,15:07,27%,47%,60%,800,477.22,4123,,
WIN010,11/19/2019,15:08,27%,47%,60%,800,477.22,4123,,
WIN010,11/19/2019,15:09,27%,47%,60%,800,477.21,4123,,
WIN010,11/19/2019,15:10,27%,47%,60%,800,477.21,4123,,
WIN010,11/19/2019,15:11,27%,47%,60%,800,477.21,4123,,
WIN010,11/19/2019,15:12,27%,47%,60%,800,477.21,4123,,
WIN010,11/19/2019,15:13,27%,47%,60%,800,477.21,4123,,
